Year,Make,Model,Trim,Base Curb Weight (lbs)
2007,Honda,Civic,Coupe2-DoorATEXw/Navi,2769
2007,Honda,Civic,Coupe2-DoorATLX,2718
2007,Honda,Civic,Coupe2-DoorATEX,2769
2007,Honda,Civic,Coupe2-DoorATDX,2650
2007,Honda,Civic,4-DoorMTEXw/Navi,2738
2007,Honda,Civic,4-DoorMTLX,2685
2007,Honda,Civic,4-DoorMTEX,2738
2007,Honda,Civic,4-DoorMTDX,2628
2007,Honda,Civic,4-DoorATEXw/Navi,2807
2007,Honda,Civic,4-DoorATLX,2751
2007,Honda,Civic,4-DoorATGX,2904
2007,Honda,Civic,4-DoorATEX,2807
2006,Honda,Civic,DXAT,2690
2006,Honda,Civic,SiManualw/ST,2877
2006,Honda,Civic,SiManualw/Navi&ST,2877
2006,Honda,Civic,SiManualw/Navi,2877
2006,Honda,Civic,SiManual,2877
2006,Honda,Civic,LXMT,2685
2006,Honda,Civic,EXMTwithNAVI,2740
2006,Honda,Civic,EXMT,2740
2006,Honda,Civic,DXMT,2628
2006,Honda,Civic,HybridCVTwithNAVI,2875
2006,Honda,Civic,HybridCVT,2875
2006,Honda,Civic,CoupeLXMT,2654
2006,Honda,Civic,CoupeEXMTwithNAVI,2701
2006,Honda,Civic,CoupeEXMT,2701
2006,Honda,Civic,CoupeDXMT,2593
2006,Honda,Civic,CoupeLXAT,2716
2006,Honda,Civic,CoupeEXATwithNAVI,2767
2006,Honda,Civic,CoupeEXAT,2767
2006,Honda,Civic,CoupeDXAT,2655
2006,Honda,Civic,LXAT,2751
2006,Honda,Civic,GXAT,2904
2006,Honda,Civic,EXATwithNAVI,2804
2006,Honda,Civic,EXAT,2804
2005,Honda,Civic,EXAT,2668
2005,Honda,Civic,SiMTSSRS,2782
2005,Honda,Civic,SiMT,2782
2005,Honda,Civic,GXNGVCVT,2685
2005,Honda,Civic,LXMTSSRS,2560
2005,Honda,Civic,LXMTSE,2560
2005,Honda,Civic,LXMT,2560
2005,Honda,Civic,EXMTSSRS,2612
2005,Honda,Civic,EXMTSE,2612
2005,Honda,Civic,EXMT,2612
2005,Honda,Civic,DXMTSSRS,2449
2005,Honda,Civic,DXMT,2449
2005,Honda,Civic,HybridMTULEV,2675
2005,Honda,Civic,HybridMTPZEV,2684
2005,Honda,Civic,HybridCVTULEV,2736
2005,Honda,Civic,HybridCVTPZEV,2749
2005,Honda,Civic,GXNGVCVTSSRS,2685
2005,Honda,Civic,CoupeVPMTSSRS,2456
2005,Honda,Civic,CoupeVPMT,2456
2005,Honda,Civic,CoupeLXMTSSRS,2536
2005,Honda,Civic,CoupeLXMTSE,2536
2005,Honda,Civic,CoupeLXMT,2536
2005,Honda,Civic,CoupeHXMTSSRS,2440
2005,Honda,Civic,CoupeHXMT,2440
2005,Honda,Civic,CoupeEXMTSSRS,2598
2005,Honda,Civic,CoupeEXMTSE,2598
2005,Honda,Civic,CoupeEXMT,2598
2005,Honda,Civic,CoupeHXCVTSSRS,2522
2005,Honda,Civic,CoupeHXCVT,2522
2005,Honda,Civic,CoupeVPATSSRS,2513
2005,Honda,Civic,CoupeVPAT,2513
2005,Honda,Civic,CoupeLXATSSRS,2587
2005,Honda,Civic,CoupeLXATSE,2587
2005,Honda,Civic,CoupeLXAT,2587
2005,Honda,Civic,CoupeEXATSSRS,2657
2005,Honda,Civic,CoupeEXATSE,2657
2005,Honda,Civic,CoupeEXAT,2657
2005,Honda,Civic,VPATSSRS,2544
2005,Honda,Civic,VPAT,2544
2005,Honda,Civic,LXATSSRS,2606
2005,Honda,Civic,LXATSE,2606
2005,Honda,Civic,LXAT,2606
2005,Honda,Civic,EXATSSRS,2668
2005,Honda,Civic,EXATSE,2668
2019,Honda,Pilot,EX2WD,4060
2019,Honda,Pilot,EX-LAWD w/Navi&RES,4287
2019,Honda,Pilot,Touring8-PassengerAWD,4306
2019,Honda,Pilot,Touring7-PassengerAWD,8591
2019,Honda,Pilot,LXAWD,4217
2019,Honda,Pilot,EX-LAWD,4287
2019,Honda,Pilot,EXAWD,4235
2019,Honda,Pilot,EliteAWD,4319
2019,Honda,Pilot,EX-L2WDw/Navi&RES,4097
2019,Honda,Pilot,Touring8-Passenger2WD,4125
2019,Honda,Pilot,Touring7-Passenger2WD,8232
2019,Honda,Pilot,LX2WD,4036
2019,Honda,Pilot,EX-L2WD,4097
2018,Honda,Pilot,EX2WD,4074
2018,Honda,Pilot,EX-Lw/RESAWD,4301
2018,Honda,Pilot,EX-Lw/NavigationAWD,4288
2018,Honda,Pilot,EX-Lw/HondaSensingAWD,4288
2018,Honda,Pilot,EXw/HondaSensingAWD,4246
2018,Honda,Pilot,TouringAWD,4303
2018,Honda,Pilot,LXAWD,4220
2018,Honda,Pilot,EX-LAWD,4284
2018,Honda,Pilot,EXAWD,4239
2018,Honda,Pilot,EliteAWD,4317
2018,Honda,Pilot,EX-Lw/RES2WD,4136
2018,Honda,Pilot,EX-Lw/Navigation2WD,4120
2018,Honda,Pilot,EX-Lw/HondaSensing2WD,4123
2018,Honda,Pilot,EXw/HondaSensing2WD,4079
2018,Honda,Pilot,Touring2WD,4140
2018,Honda,Pilot,LX2WD,4054
2018,Honda,Pilot,EX-L2WD,4118
2016,Honda,Pilot,2WD4-DoorEX,4074
2016,Honda,Pilot,AWD 4-DoorEX-Lw/RES,4301
2016,Honda,Pilot,AWD 4-DoorTouringw/RES&Navi,4303
2016,Honda,Pilot,AWD 4-DoorElitew/RES&Navi,4317
2016,Honda,Pilot,AWD 4-DoorEX-Lw/Navi,4288
2016,Honda,Pilot,AWD 4-DoorEX-Lw/HondaSensing,4288
2016,Honda,Pilot,AWD 4-DoorEXw/HondaSensing,4246
2016,Honda,Pilot,AWD 4-DoorLX,4220
2016,Honda,Pilot,AWD 4-DoorEX-L,4284
2016,Honda,Pilot,AWD 4-DoorEX,4239
2016,Honda,Pilot,2WD4-DoorEX-Lw/RES,4136
2016,Honda,Pilot,2WD4-DoorTouringw/RES&Navi,4140
2016,Honda,Pilot,2WD4-DoorEX-Lw/Navi,4120
2016,Honda,Pilot,2WD4-DoorEX-Lw/HondaSensing,4123
2016,Honda,Pilot,2WD4-DoorEXw/HondaSensing,4079
2016,Honda,Pilot,2WD4-DoorLX,4054
2016,Honda,Pilot,2WD4-DoorEX-L,4118
2015,Honda,Pilot,2WD4-DoorEX,4295
2015,Honda,Pilot,4WD4-DoorEX-Lw/RES,4564
2015,Honda,Pilot,4WD4-DoorTouringw/RES&Navi,4608
2015,Honda,Pilot,4WD4-DoorEX-Lw/Navi,4557
2015,Honda,Pilot,4WD4-DoorSE,4536
2015,Honda,Pilot,4WD4-DoorLX,4497
2015,Honda,Pilot,4WD4-DoorEX-L,4550
2015,Honda,Pilot,4WD4-DoorEX,4489
2015,Honda,Pilot,2WD4-DoorEX-Lw/RES,4374
2015,Honda,Pilot,2WD4-DoorTouringw/RES&Navi,4414
2015,Honda,Pilot,2WD4-DoorEX-Lw/Navi,4365
2015,Honda,Pilot,2WD4-DoorSE,4343
2015,Honda,Pilot,2WD4-DoorLX,4299
2015,Honda,Pilot,2WD4-DoorEX-L,4354
2014,Honda,Pilot,2WD4-DoorEX,4299
2014,Honda,Pilot,4WD4-DoorEX-Lw/RES,4564
2014,Honda,Pilot,4WD4-DoorTouringw/RES&Navi,4608
2014,Honda,Pilot,4WD4-DoorEX-Lw/Navi,4557
2014,Honda,Pilot,4WD4-DoorLX,4503
2014,Honda,Pilot,4WD4-DoorEX-L,4550
2014,Honda,Pilot,4WD4-DoorEX,4489
2014,Honda,Pilot,2WD4-DoorEX-Lw/RES,4374
2014,Honda,Pilot,2WD4-DoorTouringw/RES&Navi,4414
2014,Honda,Pilot,2WD4-DoorEX-Lw/Navi,4365
2014,Honda,Pilot,2WD4-DoorLX,4306
2014,Honda,Pilot,2WD4-DoorEX-L,4354
2013,Honda,Pilot,2WD4-DoorEX,4295
2013,Honda,Pilot,4WD4-DoorEX-Lw/RES,4564
2013,Honda,Pilot,4WD4-DoorTouringw/RES&Navi,4608
2013,Honda,Pilot,4WD4-DoorEX-Lw/Navi,4557
2013,Honda,Pilot,4WD4-DoorLX,4497
2013,Honda,Pilot,4WD4-DoorEX-L,4550
2013,Honda,Pilot,4WD4-DoorEX,4489
2013,Honda,Pilot,2WD4-DoorEX-Lw/RES,4374
2013,Honda,Pilot,2WD4-DoorTouringw/RES&Navi,4414
2013,Honda,Pilot,2WD4-DoorEX-Lw/Navi,4365
2013,Honda,Pilot,2WD4-DoorLX,4299
2013,Honda,Pilot,2WD4-DoorEX-L,4354
2012,Honda,Pilot,2WD4-DoorEX,4295
2012,Honda,Pilot,4WD4-DoorEX-Lw/RES,4564
2012,Honda,Pilot,4WD4-DoorTouringw/RES&Navi,4608
2012,Honda,Pilot,4WD4-DoorEX-Lw/Navi,4557
2012,Honda,Pilot,4WD4-DoorLX,4497
2012,Honda,Pilot,4WD4-DoorEX-L,4550
2012,Honda,Pilot,4WD4-DoorEX,4489
2012,Honda,Pilot,2WD4-DoorEX-Lw/RES,4374
2012,Honda,Pilot,2WD4-DoorTouringw/RES&Navi,4414
2012,Honda,Pilot,2WD4-DoorEX-Lw/Navi,4365
2012,Honda,Pilot,2WD4-DoorLX,4299
2012,Honda,Pilot,2WD4-DoorEX-L,4354
2011,Honda,Pilot,2WD4-DoorEX,4310
2011,Honda,Pilot,4WD4-DoorEX-Lw/RES,4561
2011,Honda,Pilot,4WD4-DoorTouringw/RES&Navi,4608
2011,Honda,Pilot,4WD4-DoorEX-Lw/Navi,4561
2011,Honda,Pilot,4WD4-DoorLX,4506
2011,Honda,Pilot,4WD4-DoorEX-L,4544
2011,Honda,Pilot,4WD4-DoorEX,4504
2011,Honda,Pilot,2WD4-DoorEX-Lw/RES,4376
2011,Honda,Pilot,2WD4-DoorTouringw/RES&Navi,4425
2011,Honda,Pilot,2WD4-DoorEX-Lw/Navi,4374
2011,Honda,Pilot,2WD4-DoorLX,4319
2011,Honda,Pilot,2WD4-DoorEX-L,4359
2010,Honda,Pilot,2WD4-DoorEX,4310
2010,Honda,Pilot,4WD4-DoorEX-Lw/RES,4561
2010,Honda,Pilot,4WD4-DoorTouringw/RES&Navi,4608
2010,Honda,Pilot,4WD4-DoorTouringw/Navi,4590
2010,Honda,Pilot,4WD4-DoorLX,4506
2010,Honda,Pilot,4WD4-DoorEX-L,4544
2010,Honda,Pilot,4WD4-DoorEX,4504
2010,Honda,Pilot,2WD4-DoorEX-Lw/RES,4376
2010,Honda,Pilot,2WD4-DoorTouringw/RES&Navi,4425
2010,Honda,Pilot,2WD4-DoorTouringw/Navi,4407
2010,Honda,Pilot,2WD4-DoorLX,4319
2010,Honda,Pilot,2WD4-DoorEX-L,4359
2009,Honda,Pilot,2WD4-DoorEX,4310
2009,Honda,Pilot,4WD4-DoorEX-Lw/RES,4544
2009,Honda,Pilot,4WD4-DoorTouringw/RES&Navi,4590
2009,Honda,Pilot,4WD4-DoorTouringw/Navi,4590
2009,Honda,Pilot,4WD4-DoorLX,4506
2009,Honda,Pilot,4WD4-DoorEX-L,4544
2009,Honda,Pilot,4WD4-DoorEX,4504
2009,Honda,Pilot,2WD4-DoorTouringw/RES&Navi,4407
2009,Honda,Pilot,2WD4-DoorTouringw/Navi,4407
2009,Honda,Pilot,2WD4-DoorLX,4319
2009,Honda,Pilot,2WD4-DoorEX-Lw/RES,4359
2009,Honda,Pilot,2WD4-DoorEX-L,4359
2008,Honda,Pilot,2WD4-DoorEX,4341
2008,Honda,Pilot,4WD4-DoorEX-Lw/RES,4524
2008,Honda,Pilot,4WD4-DoorEX-Lw/Navi,4524
2008,Honda,Pilot,4WD4-DoorVP,4453
2008,Honda,Pilot,4WD4-DoorSE,4497
2008,Honda,Pilot,4WD4-DoorEX-L,4524
2008,Honda,Pilot,4WD4-DoorEX,4497
2008,Honda,Pilot,2WD4-DoorEX-Lw/RES,4356
2008,Honda,Pilot,2WD4-DoorEX-Lw/Navi,4356
2008,Honda,Pilot,2WD4-DoorVP,4264
2008,Honda,Pilot,2WD4-DoorSE,4341
2008,Honda,Pilot,2WD4-DoorEX-L,4356
2007,Honda,Pilot,2WD4-DoorEX,4341
2007,Honda,Pilot,4WD4-DoorEX-Lw/RES,4524
2007,Honda,Pilot,4WD4-DoorEX-Lw/Navi,4524
2007,Honda,Pilot,4WD4-DoorLX,4453
2007,Honda,Pilot,4WD4-DoorEX-L,4524
2007,Honda,Pilot,4WD4-DoorEX,4497
2007,Honda,Pilot,2WD4-DoorEX-Lw/RES,4356
2007,Honda,Pilot,2WD4-DoorEX-Lw/Navi,4356
2007,Honda,Pilot,2WD4-DoorLX,4264
2007,Honda,Pilot,2WD4-DoorEX-L,4356
2006,Honda,Pilot,2WDEXAT,4341
2006,Honda,Pilot,4WDLXAT,4453
2006,Honda,Pilot,4WDEX-LATwithRES,4524
2006,Honda,Pilot,4WDEX-LATwithNAVI,4524
2006,Honda,Pilot,4WDEX-LAT,4524
2006,Honda,Pilot,4WDEXAT,4497
2006,Honda,Pilot,2WDLXAT,4264
2006,Honda,Pilot,2WDEX-LATwithRES,4356
2006,Honda,Pilot,2WDEX-LATwithNAVI,4356
2006,Honda,Pilot,2WDEX-LAT,4356
2005,Honda,Pilot,EXAT,4431
2005,Honda,Pilot,LXAT,4414
2005,Honda,Pilot,EX-LATwithRES,4431
2005,Honda,Pilot,EX-LATwithNAVI,4431
2005,Honda,Pilot,EX-LAT,4431
2004,Honda,Pilot,4WDEXAutomatic,4400
2004,Honda,Pilot,4WDEXAutomaticw/Leather/Nav,4400
2004,Honda,Pilot,4WDEXAutomaticw/Leather/DVD,4400
2004,Honda,Pilot,4WDEXAutomaticw/Leather,4400
2004,Honda,Pilot,4WDLXAutomatic,4387
2003,Honda,Pilot,4WDEXAutomatic,4439
2003,Honda,Pilot,4WDEXAutomaticw/Leather/Nav,4439
2003,Honda,Pilot,4WDEXAutomaticw/Leather/DVD,4439
2003,Honda,Pilot,4WDEXAutomaticw/Leather,4439
2003,Honda,Pilot,4WDLXAutomatic,4416
2019,Honda,Passport,EliteAWD,4237
2019,Honda,Passport,TouringFWD,4048
2019,Honda,Passport,SportFWD,3959
2019,Honda,Passport,EX-LFWD,4017
2019,Honda,Passport,TouringAWD,4224
2019,Honda,Passport,SportAWD,4149
2019,Honda,Passport,EX-LAWD,4215
2001,Honda,Passport,4WDLXManual,4013
2001,Honda,Passport,2WDLXManual,3782
2000,Honda,Passport,4WDLXManual,4041
2000,Honda,Passport,2WDLXManual,3774
1999,Honda,Passport,4WDLXManualw/WheelPkg,3863
1999,Honda,Passport,4WDLXManual,3860
1999,Honda,Passport,2WDLXManual,3613
1998,Honda,Passport,4WDLXManualw/WheelPkg,3863
1998,Honda,Passport,4WDLXManual,3860
1998,Honda,Passport,2WDLXManual,3589
1997,Honda,Passport,4WDLXManualw/WheelPkg,4116
1997,Honda,Passport,4WDLXManual,4078
1997,Honda,Passport,4WDEXManual,4154
1997,Honda,Passport,2WDLXManual,3848
2019,Honda,HR-V,EX2WDCVT,2959
2019,Honda,HR-V,TouringAWD CVT,3150
2019,Honda,HR-V,SportAWD CVT,3096
2019,Honda,HR-V,LXAWD CVT,3066
2019,Honda,HR-V,EX-LAWD CVT,3142
2019,Honda,HR-V,EXAWD CVT,3124
2019,Honda,HR-V,Sport2WDCVT,2928
2019,Honda,HR-V,LX2WDCVT,2906
2019,Honda,HR-V,EX-L2WDCVT,2974
2018,Honda,HR-V,EX2WDCVT,2933
2018,Honda,HR-V,LXAWD CVT,3062
2018,Honda,HR-V,EX-LNaviAWD CVT,3109
2018,Honda,HR-V,EXAWD CVT,3094
2018,Honda,HR-V,LX2WDManual,2888
2018,Honda,HR-V,EX2WDManual,2917
2018,Honda,HR-V,LX2WDCVT,2902
2018,Honda,HR-V,EX-LNavi2WDCVT,2947
2016,Honda,HR-V,2WD4-DoorCVTEX,2933
2016,Honda,HR-V,AWD 4-DoorCVTLX,3062
2016,Honda,HR-V,AWD 4-DoorCVTEX-Lw/Navi,3109
2016,Honda,HR-V,AWD 4-DoorCVTEX,3094
2016,Honda,HR-V,2WD4-DoorManualLX,2888
2016,Honda,HR-V,2WD4-DoorManualEX,2917
2016,Honda,HR-V,2WD4-DoorCVTLX,2902
2016,Honda,HR-V,2WD4-DoorCVTEX-Lw/Navi,2947
2019,Honda,Fit,EXCVT,2644
2019,Honda,Fit,SportManual,2553
2019,Honda,Fit,LXManual,2522
2019,Honda,Fit,EXManual,2595
2019,Honda,Fit,EX-LCVTw/Navi,2648
2019,Honda,Fit,SportCVTw/HondaSensing,2604
2019,Honda,Fit,LXCVTw/HondaSensing,2577
2019,Honda,Fit,SportCVT,2597
2019,Honda,Fit,LXCVT,2568
2019,Honda,Fit,EX-LCVT,2648
2018,Honda,Fit,EXCVT,2644
2018,Honda,Fit,SportManual,2553
2018,Honda,Fit,LXManual,2522
2018,Honda,Fit,EXManual,2595
2018,Honda,Fit,EX-LCVTw/Navi,2648
2018,Honda,Fit,SportCVTw/HondaSensing,2604
2018,Honda,Fit,LXCVTw/HondaSensing,2577
2018,Honda,Fit,SportCVT,2597
2018,Honda,Fit,LXCVT,2568
2018,Honda,Fit,EX-LCVT,2648
2016,Honda,Fit,5-DoorHBCVTEX,2630
2016,Honda,Fit,5-DoorHBManualLX,2513
2016,Honda,Fit,5-DoorHBManualEX,2573
2016,Honda,Fit,5-DoorHBCVTEX-Lw/Navi,2642
2016,Honda,Fit,5-DoorHBCVTLX,2544
2016,Honda,Fit,5-DoorHBCVTEX-L,2642
2015,Honda,Fit,5-DoorHBCVTEX,2630
2015,Honda,Fit,5-DoorHBManualLX,2513
2015,Honda,Fit,5-DoorHBManualEX,2573
2015,Honda,Fit,5-DoorHBCVTEX-Lw/Navi,2642
2015,Honda,Fit,5-DoorHBCVTLX,2544
2015,Honda,Fit,5-DoorHBCVTEX-L,2642
2013,Honda,Fit,5-DoorHBAutomatic,2577
2013,Honda,Fit,5-DoorHBManualSport,2540
2013,Honda,Fit,5-DoorHBManual,2496
2013,Honda,Fit,5-DoorHBAutomaticSportw/Navi,2628
2013,Honda,Fit,5-DoorHBAutomaticSport,2617
2012,Honda,Fit,5-DoorHBAutomatic,2577
2012,Honda,Fit,5-DoorHBManualSport,2540
2012,Honda,Fit,5-DoorHBManual,2496
2012,Honda,Fit,5-DoorHBAutomaticSportw/Navi,2628
2012,Honda,Fit,5-DoorHBAutomaticSport,2617
2011,Honda,Fit,5-DoorHBAutomatic,2575
2011,Honda,Fit,5-DoorHBManualSport,2520
2011,Honda,Fit,5-DoorHBManual,2489
2011,Honda,Fit,5-DoorHBAutomaticSportw/Navi,2615
2011,Honda,Fit,5-DoorHBAutomaticSport,2604
2010,Honda,Fit,5-DoorHBAutomatic,2575
2010,Honda,Fit,5-DoorHBManualSport,2520
2010,Honda,Fit,5-DoorHBManual,2489
2010,Honda,Fit,5-DoorHBAutomaticSportw/VSA&Navi,2615
2010,Honda,Fit,5-DoorHBAutomaticSport,2604
2009,Honda,Fit,5-DoorHBAutomatic,2575
2009,Honda,Fit,5-DoorHBManualSportw/Navi,2534
2009,Honda,Fit,5-DoorHBManualSport,2520
2009,Honda,Fit,5-DoorHBManual,2489
2009,Honda,Fit,5-DoorHBAutomaticSportw/Navi,2615
2009,Honda,Fit,5-DoorHBAutomaticSport,2604
2008,Honda,Fit,5-DoorHBAutomatic,2514
2008,Honda,Fit,5-DoorHBManualSport,2471
2008,Honda,Fit,5-DoorHBManual,2432
2008,Honda,Fit,5-DoorHBAutomaticSport,2551
2007,Honda,Fit,5-DoorHBAT,2514
2007,Honda,Fit,5-DoorHBMTSport,2471
2007,Honda,Fit,5-DoorHBMT,2432
2007,Honda,Fit,5-DoorHBATSport,2551
2013,Honda,Ridgeline,4WDCrewCabRT,4504
2013,Honda,Ridgeline,4WDCrewCabRTLw/Navi,4564
2013,Honda,Ridgeline,4WDCrewCabSport,4504
2013,Honda,Ridgeline,4WDCrewCabRTS,4504
2013,Honda,Ridgeline,4WDCrewCabRTL,4553
2012,Honda,Ridgeline,4WDCrewCabRT,4504
2012,Honda,Ridgeline,4WDCrewCabRTLw/Navi,4564
2012,Honda,Ridgeline,4WDCrewCabSport,4504
2012,Honda,Ridgeline,4WDCrewCabRTS,4504
2012,Honda,Ridgeline,4WDCrewCabRTL,4553
2011,Honda,Ridgeline,4WDCrewCabRT,4504
2011,Honda,Ridgeline,4WDCrewCabRTLw/Navi,4564
2011,Honda,Ridgeline,4WDCrewCabRTS,4504
2011,Honda,Ridgeline,4WDCrewCabRTL,4553
2010,Honda,Ridgeline,4WDCrewCabRT,4504
2010,Honda,Ridgeline,4WDCrewCabRTLw/Navi,4564
2010,Honda,Ridgeline,4WDCrewCabRTS,4504
2010,Honda,Ridgeline,4WDCrewCabRTL,4553
2009,Honda,Ridgeline,4WDCrewCabRT,4504
2009,Honda,Ridgeline,4WDCrewCabRTLw/Navi,4564
2009,Honda,Ridgeline,4WDCrewCabRTS,4504
2009,Honda,Ridgeline,4WDCrewCabRTL,4553
2008,Honda,Ridgeline,4WDCrewCabRT,4500
2008,Honda,Ridgeline,4WDCrewCabRTLw/Lthr,4537
2008,Honda,Ridgeline,4WDCrewCabRTLw/Lthr&Navi,4552
2008,Honda,Ridgeline,4WDCrewCabRTX,4513
2008,Honda,Ridgeline,4WDCrewCabRTS,4491
2007,Honda,Ridgeline,4WDCrewCabRT,4500
2007,Honda,Ridgeline,4WDCrewCabRTX,4513
2007,Honda,Ridgeline,4WDCrewCabRTS,4491
2007,Honda,Ridgeline,4WDCrewCabRTLw/Leather&Navi,4552
2007,Honda,Ridgeline,4WDCrewCabRTLw/Leather,4537
2006,Honda,Ridgeline,RTAT,4503
2006,Honda,Ridgeline,RTSAT,4494
2006,Honda,Ridgeline,RTLATwithMOONROOF&NAVI,4498
2006,Honda,Ridgeline,RTLATwithMOONROOF,4498
2006,Honda,Ridgeline,RTLAT,4498
2019,Honda,Accord,SedanEX-L2.0TAutomatic,3362
2019,Honda,Accord,SedanSport2.0TManual,3298
2019,Honda,Accord,SedanSport1.5TManual,3155
2019,Honda,Accord,SedanSport1.5TCVT,3208
2019,Honda,Accord,SedanLX1.5TCVT,3131
2019,Honda,Accord,SedanEX-L1.5TCVT,3217
2019,Honda,Accord,SedanEX1.5TCVT,3199
2019,Honda,Accord,SedanTouring2.0TAutomatic,3428
2019,Honda,Accord,SedanSport2.0TAutomatic,3377
2018,Honda,Accord,SedanEX-L2.0TAutomatic,3362
2018,Honda,Accord,SedanSport2.0TManual,3298
2018,Honda,Accord,SedanSport1.5TManual,3155
2018,Honda,Accord,SedanTouring1.5TCVT,3294
2018,Honda,Accord,SedanSport1.5TCVT,3208
2018,Honda,Accord,SedanLX1.5TCVT,3131
2018,Honda,Accord,SedanEX-LNavi1.5TCVT,3219
2018,Honda,Accord,SedanEX-L1.5TCVT,3217
2018,Honda,Accord,SedanEX1.5TCVT,3199
2018,Honda,Accord,SedanTouring2.0TAutomatic,3428
2018,Honda,Accord,SedanSport2.0TAutomatic,3377
2018,Honda,Accord,SedanEX-LNavi2.0TAutomatic,3364
2016,Honda,Accord,Sedan4-DoorI4CVTEX,3336
2016,Honda,Accord,Sedan4-DoorV6AutomaticEX-Lw/Navi&HondaSensing,3543
2016,Honda,Accord,Sedan4-DoorV6AutomaticEX-Lw/Navi&HondaSensing,3543
2016,Honda,Accord,Sedan4-DoorV6AutomaticTouring,3605
2016,Honda,Accord,Sedan4-DoorV6AutomaticTouringPZEV,3605
2016,Honda,Accord,Sedan4-DoorV6AutomaticEX-LPZEV,3543
2016,Honda,Accord,Sedan4-DoorV6AutomaticEX-L,3543
2016,Honda,Accord,Sedan4-DoorI4ManualSport,3300
2016,Honda,Accord,Sedan4-DoorI4ManualLX,3170
2016,Honda,Accord,Sedan4-DoorI4ManualEX,3267
2016,Honda,Accord,Sedan4-DoorI4CVTEX-Lw/Navi&HondaSensing,3360
2016,Honda,Accord,Sedan4-DoorI4CVTEX-Lw/Navi&HondaSensing,3360
2016,Honda,Accord,Sedan4-DoorI4CVTSportw/HondaSensing,3369
2016,Honda,Accord,Sedan4-DoorI4CVTSportw/HondaSensingPZEV,3369
2016,Honda,Accord,Sedan4-DoorI4CVTLXw/HondaSensingPZEV,3239
2016,Honda,Accord,Sedan4-DoorI4CVTEXw/HondaSensingPZEV,3336
2016,Honda,Accord,Sedan4-DoorI4CVTLXw/HondaSensing,3239
2016,Honda,Accord,Sedan4-DoorI4CVTEXw/HondaSensing,3336
2016,Honda,Accord,Sedan4-DoorI4CVTSport,3369
2016,Honda,Accord,Sedan4-DoorI4CVTSportPZEV,3369
2016,Honda,Accord,Sedan4-DoorI4CVTLXPZEV,3239
2016,Honda,Accord,Sedan4-DoorI4CVTEX-LPZEV,3360
2016,Honda,Accord,Sedan4-DoorI4CVTEXPZEV,3336
2016,Honda,Accord,Sedan4-DoorI4CVTLX,3239
2016,Honda,Accord,Sedan4-DoorI4CVTEX-L,3360
2015,Honda,Accord,Sedan4-DoorI4CVTEX,3336
2015,Honda,Accord,Sedan4-DoorV6AutomaticEX-Lw/NaviPZEV,3554
2015,Honda,Accord,Sedan4-DoorV6AutomaticEX-Lw/Navi,3554
2015,Honda,Accord,Sedan4-DoorV6AutomaticTouring,3559
2015,Honda,Accord,Sedan4-DoorV6AutomaticTouringPZEV,3559
2015,Honda,Accord,Sedan4-DoorV6AutomaticEX-LPZEV,3554
2015,Honda,Accord,Sedan4-DoorV6AutomaticEX-L,3554
2015,Honda,Accord,Sedan4-DoorI4ManualSport,3276
2015,Honda,Accord,Sedan4-DoorI4ManualLX,3192
2015,Honda,Accord,Sedan4-DoorI4ManualEX,3267
2015,Honda,Accord,Sedan4-DoorI4CVTEX-Lw/NaviPZEV,3358
2015,Honda,Accord,Sedan4-DoorI4CVTEX-Lw/Navi,3358
2015,Honda,Accord,Sedan4-DoorI4CVTSport,3342
2015,Honda,Accord,Sedan4-DoorI4CVTSportPZEV,3342
2015,Honda,Accord,Sedan4-DoorI4CVTLXPZEV,3254
2015,Honda,Accord,Sedan4-DoorI4CVTEX-LPZEV,3358
2015,Honda,Accord,Sedan4-DoorI4CVTEXPZEV,3336
2015,Honda,Accord,Sedan4-DoorI4CVTLX,3254
2015,Honda,Accord,Sedan4-DoorI4CVTEX-L,3358
2014,Honda,Accord,Sedan4-DoorI4CVTEX,3336
2014,Honda,Accord,Sedan4-DoorV6AutomaticEX-Lw/NaviPZEV,3554
2014,Honda,Accord,Sedan4-DoorV6AutomaticEX-Lw/Navi,3554
2014,Honda,Accord,Sedan4-DoorV6AutomaticTouring,3559
2014,Honda,Accord,Sedan4-DoorV6AutomaticTouringPZEV,3559
2014,Honda,Accord,Sedan4-DoorV6AutomaticEX-LPZEV,3554
2014,Honda,Accord,Sedan4-DoorV6AutomaticEX-L,3554
2014,Honda,Accord,Sedan4-DoorI4ManualSport,3276
2014,Honda,Accord,Sedan4-DoorI4ManualLX,3192
2014,Honda,Accord,Sedan4-DoorI4ManualEX,3267
2014,Honda,Accord,Sedan4-DoorI4CVTEX-Lw/NaviPZEV,3358
2014,Honda,Accord,Sedan4-DoorI4CVTEX-Lw/Navi,3358
2014,Honda,Accord,Sedan4-DoorI4CVTSport,3342
2014,Honda,Accord,Sedan4-DoorI4CVTSportPZEV,3342
2014,Honda,Accord,Sedan4-DoorI4CVTLXPZEV,3254
2014,Honda,Accord,Sedan4-DoorI4CVTEX-LPZEV,3358
2014,Honda,Accord,Sedan4-DoorI4CVTEXPZEV,3336
2014,Honda,Accord,Sedan4-DoorI4CVTLX,3254
2014,Honda,Accord,Sedan4-DoorI4CVTEX-L,3358
2013,Honda,Accord,Sedan4-DoorI4CVTEX,3336
